0,15.22706722,0
22.47369393,25.19919652,0
29.72227519,28.29553026,0
34.15353251,30.07994245,0
38.26189609,31.66823,0
42.26838404,33.15336247,0
46.27925176,34.57693412,0
50.35753995,35.96082061,0
54.5465433,37.31754894,0
58.87947647,38.654543,0
63.38409768,39.97612507,0
68.08517708,41.28455375,0
73.00593602,42.58059778,0
78.16895283,43.8638652,0
83.59677457,45.13299408,0
89.3123596,46.38575912,0
95.33941973,47.61912432,0
101.7027025,48.82925837,0
108.428238,50.01152291,0
115.543567,51.1604393,0
123.0779595,52.26963741,0
131.0626333,53.33178818,0
139.5309773,54.33852071,0
148.5187841,55.28032397,0
158.064496,56.14643263,0
168.209469,56.92469589,0
178.9982561,57.60142818,0
190.4789151,58.16123975,0
202.7033446,58.58684517,0
215.7276497,58.85884717,0
229.6125446,58.95549293,0
